,id,title,url,num_tweets
2953,1747440,Judge shoots down attack on vote-by-mail: ‘Their claim of voter fraud is without any factual basis’,https://www.rawstory.com/2020/04/judge-shoots-down-attack-on-vote-by-mail-their-claim-of-voter-fraud-is-without-any-factual-basis/,349
2954,1774040,Pelosi Coronavirus Plan: Nationwide Mail-In Voting Ballot Harvesting,https://www.breitbart.com/politics/2020/05/12/pelosi-coronavirus-plan-nationwide-mail-in-voting-ballot-harvesting-for-2020-election/,293
2955,1767059,Hillary Clinton Hopes Other Governors Follow Newsom’s Lead and Order Vote-by-Mail,https://www.breitbart.com/politics/2020/05/09/hillary-clinton-i-hope-other-governors-follow-newsoms-lead-order-vote-mail/,221
2956,1770105,Our new guide shows you how to vote from home in every primary this year,https://www.dailykos.com/stories/2020/5/11/1943109/-Our-new-guide-shows-you-how-to-vote-from-home-in-every-primary-this-year,188
2957,1757692,Ilhan Omar: U.S. Must Have Universal Basic Income Vote-by-Mail,https://www.breitbart.com/politics/2020/05/05/ilhan-omar-u-s-must-have-universal-basic-income-vote-by-mail-and-housing-as-a-start/,154
2958,1774660,Early Results Point to a Blue-to-Red Flip as Mike Garcia Leads In CA-25’s Special Election,https://www.redstate.com/jenvanlaar/2020/05/13/early-results-point-to-a-blue-to-red-flip-in-ca-25s-special-election/,142
2959,1760711,Oklahoma Republicans Move to Reverse State Supreme Court Ruling on Absentee Ballots,https://www.politicususa.com/2020/05/06/oklahoma-republicans-move-to-reverse-state-supreme-court-ruling-on-absentee-ballots.html,110
2960,1762397,High Court Eyes Case That Could Affect Election Integrity Across Nation,https://www.dailysignal.com/2020/05/07/supreme-court-eyes-ballot-harvesting-case-that-could-affect-election-integrity-across-nation/,104
2961,1763263,Supreme Court eyes ballot harvesting case that could affect election integrity across nation - WND,https://www.wnd.com/2020/05/supreme-court-eyes-ballot-harvesting-case-affect-election-integrity-across-nation/,100
3045,1794041,DOJ: Democrats Paid Pennsylvania Election Officials to Stuff Ballot Box,https://www.breitbart.com/politics/2020/05/21/doj-democrats-paid-pennsylvania-election-officials-to-stuff-ballot-box/amp/?__twitter_impression=true,80056
3046,1794595,Philly Elections Judge Pleads Guilty to Stuffing Ballot Boxes for Bribes,https://freebeacon.com/courts/philly-elections-judge-pleads-guilty-to-stuffing-ballot-boxes-for-bribes/,3831
3047,1784810,House Republican Introduces Bill to Ban 'Ballot Harvesting',https://www.breitbart.com/politics/2020/05/17/house-republican-introduces-bill-to-ban-ballot-harvesting/,3022
3048,1790795,‘Objectively nuts’: Trump’s threat against Michigan over absentee ballot applications stuns observers,https://www.rawstory.com/2020/05/objectively-nuts-trumps-threat-against-michigan-over-absentee-ballot-applications-stuns-observers/,2142
3049,1800908,Pelosi on Mail-In Ballot Push: ‘We’re Now calling It Voting at Home’,https://www.breitbart.com/politics/2020/05/24/pelosi-on-mail-in-ballot-push-were-now-calling-it-voting-at-home/,1968
3050,1793734,DOJ Charges Philadelphia Election Official with Stuffing Ballot Box,https://pjmedia.com/columns/j-christian-adams/2020/05/21/philadelphia-ballot-box-stuffing-charges-by-justice-department-n413688,1483
